bench,match_tier,match_key,bit_index,nvidia_site_id,amd_site_id,intel_site_id,nvidia_result,amd_result,intel_result,nvidia_source,amd_source,intel_source,nvidia_site_class,amd_site_class,intel_site_class,nvidia_opcode,amd_opcode,intel_opcode,nvidia_type_kind,amd_type_kind,intel_type_kind,canonical_relpath,canonical_line
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,7,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,8,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,9,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,10,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,11,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,12,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,13,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,14,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,15,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,16,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,17,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,18,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,19,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,20,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,21,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,22,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,23,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,24,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,25,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,26,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,27,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,28,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,29,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,30,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,31,128,376,192,SDC,,MASKED,nvidia:float,,intel:float,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,32,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,33,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,34,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,35,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,36,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,37,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,38,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,39,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,40,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,41,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,42,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,43,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,44,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,45,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,46,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,47,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,48,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,49,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,50,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,51,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,52,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,53,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,54,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,55,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,56,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,57,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,58,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,59,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,60,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,61,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,62,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|add|int|32|value,63,128,376,192,SDC,,MASKED,nvidia:pointer,,intel:pointer,result,result,base,add,add,add,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,0,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,1,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,2,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,3,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,4,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,5,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,6,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,7,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,8,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,9,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,10,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,11,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,12,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,13,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,14,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,15,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,16,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,17,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
dense-embedding,source_context_type_family,T input_elem = input[start + idx];|T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];|output[start + idx] = input_elem + dense_elem;|sext|int|64|value,18,129,379,193,SDC,,MASKED,nvidia:operand,,intel:operand,result,result,base,sext,sext,sext,int,int,int,main.src,T dense_elem = dense[batch_idx * embedding_dim + idx % embedding_dim];
