site_id,opcode,site_class,type_kind,bitwidth,operand_index
437,alloca,pointer,pointer,32,-1
438,alloca,operand,int,32,0
439,alloca,pointer,pointer,32,-1
440,alloca,operand,int,32,0
441,alloca,pointer,pointer,32,-1
442,alloca,operand,int,32,0
443,alloca,pointer,pointer,32,-1
444,alloca,operand,int,32,0
445,alloca,pointer,pointer,32,-1
446,alloca,operand,int,32,0
447,alloca,pointer,pointer,32,-1
448,alloca,operand,int,32,0
449,alloca,pointer,pointer,32,-1
450,alloca,operand,int,32,0
451,alloca,pointer,pointer,32,-1
452,alloca,operand,int,32,0
453,alloca,pointer,pointer,32,-1
454,alloca,operand,int,32,0
455,alloca,pointer,pointer,32,-1
456,alloca,operand,int,32,0
457,alloca,pointer,pointer,32,-1
458,alloca,operand,int,32,0
459,alloca,pointer,pointer,32,-1
460,alloca,operand,int,32,0
461,addrspacecast,pointer,pointer,64,-1
462,addrspacecast,pointer,pointer,32,0
463,addrspacecast,pointer,pointer,64,-1
464,addrspacecast,pointer,pointer,32,0
465,addrspacecast,pointer,pointer,64,-1
466,addrspacecast,pointer,pointer,32,0
467,addrspacecast,pointer,pointer,64,-1
468,addrspacecast,pointer,pointer,32,0
469,addrspacecast,pointer,pointer,64,-1
470,addrspacecast,pointer,pointer,32,0
471,addrspacecast,pointer,pointer,64,-1
472,addrspacecast,pointer,pointer,32,0
473,addrspacecast,pointer,pointer,64,-1
474,addrspacecast,pointer,pointer,32,0
475,addrspacecast,pointer,pointer,64,-1
476,addrspacecast,pointer,pointer,64,0
477,store,pointer,pointer,64,0
478,store,pointer,pointer,64,1
479,load,pointer,pointer,64,-1
480,load,pointer,pointer,64,0
481,addrspacecast,pointer,pointer,64,-1
482,addrspacecast,pointer,pointer,64,0
483,store,pointer,pointer,64,0
484,store,pointer,pointer,64,1
485,load,pointer,pointer,64,-1
486,load,pointer,pointer,64,0
487,store,pointer,pointer,64,0
488,store,pointer,pointer,64,1
489,store,pointer,pointer,64,0
490,store,pointer,pointer,64,1
491,addrspacecast,pointer,pointer,64,-1
492,addrspacecast,pointer,pointer,32,0
493,addrspacecast,pointer,pointer,64,-1
494,addrspacecast,pointer,pointer,32,0
495,call,int,int,64,-1
496,call,operand,int,32,0
497,call,pointer,pointer,64,1
498,trunc,int,int,32,-1
499,trunc,operand,int,64,0
